本次排名,上次排名,排名变化,商品ID,商品标题,品牌,国补后价格,付款人数,最新价格,最新付款人数,付款金额,店铺名称,商品链接,备注,8-19_付款人数,8-19_价格,8-20_付款人数,8-20_价格,8-22_付款人数,8-22_价格,页码
26,25,下降1,7.53645E+11,安成泰玻璃门密码锁办公室双开单门双门有框电子指纹公司智能门锁,安成泰,128,1000,125.04,1000,125040,安成泰家居专营店,https://detail.tmall.com/item.htm?id=753645120049&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000leCN4SjwxtEWX_V_rc1RgxMHwLUIscAakBHY1Ie2zLM&skuId=6036793563039&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%223a7548cc1ccd5e5719ee7cde509ceb29%22%7D&spm=a21n57.1.item.33,,同上,125.04,同上,同上,同上,同上,
27,N/A,新品,8.19073E+11,ZUCON密码锁U型指纹锁双开玻璃门智能商铺插挂锁电子U形锁免开孔,未识别,119.97,1000,119.97,1000,119970,zucon旗舰店,https://detail.tmall.com/item.htm?id=819073057262&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=00004_TmThf54WRC01PEOssQQCCipwpAwVnEAYyj3SQqsbw&skuId=5523716185251&priceTId=213e048517558475049338803e127c&utparam=%7B%22aplus_abtest%22%3A%2213c8fedf2472fc829595d027c56d7654%22%7D&spm=a21n57.1.item.36,新品; ,,,,,1000,119.97,1
28,27,下降1,5.83008E+11,德施曼智能门锁密码锁指纹锁电子锁家用防盗门智能锁小嘀V7(2.0),德施曼,551.64,1000,403.75,1000,403750,德施曼旗舰店,https://detail.tmall.com/item.htm?id=583008005904&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=dcb61afc740bf66e84c9f31c54cd20f624e3f999&mi_id=0000sZeHRW5sK8h6_AqCblwVRFCMt8aKLi6DLk9J-uZmYe8&skuId=5122996189732&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%2257458e8969ad2f345a1064eaaf083756%22%7D&spm=a21n57.1.item.36,,同上,546.54,同上,同上,同上,403.75,
29,26,下降3,6.67349E+11,安将军办公室玻璃门密码锁双门双开单开公司商铺有框智能指纹门锁,安将军,128,1000,122.96,1000,122960,安将军旗舰店,https://detail.tmall.com/item.htm?id=667349231114&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000V5cXG3PIsi_-F1sPhoqW7fUvZGUv5GrpDaSOb1gHrYM&skuId=6076245150794&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%22093d2a613023dc07b4564b8968c0a4fc%22%7D&spm=a21n57.1.item.35,,同上,122.96,同上,同上,同上,同上,
30,29,下降1,6.42878E+11,小米全自动智能门锁Pro指纹防盗猫眼门锁智能小米智能锁电子锁,小米,1199,926,1169.02,900,1052118,小米官方旗舰店,https://detail.tmall.com/item.htm?id=642877669751&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=060bb5dae29b8ffc08724834367e65fac3d19ada&mi_id=0000ImO_vj821cVeBkdjnwXQUUcXLKZ1cyu38hRKn6cpmNE&skuId=5521425704107&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%22129721fba0fa7be3e25307113b9c92bb%22%7D&spm=a21n57.1.item.38,,900,1169.02,同上,1099.02,同上,1169.02,
31,28,下降3,7.35022E+11,凯迪仕P30ProMax双子星人脸猫眼指纹密码智能门锁家用监控电子锁,凯迪仕,1869.15,865,1889.55,898,1696815.9,凯迪仕官方旗舰店,https://detail.tmall.com/item.htm?id=735021737982&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=90567becab68ab0f711f73fd8dd620f73fb9e46f&mi_id=00009ib-baNUhKlqaH_8DOiMXvLbxn_7YcXcVfyZrtvCe9w&skuId=5324597301400&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%223a728dde7c580c4bbbd6521ce7ba262d%22%7D&spm=a21n57.1.item.39,合并了2个相似商品; ,965,1821.55,同上,同上,898,1889.55,
32,30,下降2,8.37057E+11,小米智能门锁E30 全自动指纹锁家用防盗门密码锁智能门锁电子锁,小米,668,800,662,800,529600,天猫超市,https://detail.tmall.com/item.htm?id=837057229984&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000UuezQXkP8WO0d6Ist4_KD-BnvFnCnsIUR83Kp2xyiZ0&skuId=5764113571310&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%22c8f34df7410e27579331996ccd363792%22%7D&spm=a21n57.1.item.40,,同上,662,同上,同上,同上,同上,
33,32,下降1,8.58903E+11,德力西3D人脸识别智能门锁指纹锁家用防盗门入户智能锁电子密码锁,德力西,559.3,700,554.2,758,420083.6,德力西智能锁旗舰店,https://detail.tmall.com/item.htm?id=858903235415&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=caa15555582655c65a2d5bcde38714b198d65d3e&mi_id=0000XfuakjWjoCvR_Gk-VdE-w-7VEod4LmtnFolq6VtKE5o&skuId=6073326151645&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%224a6c1461443c79a472164207ab61b303%22%7D&spm=a21n57.1.item.41,合并了3个相似商品; ,755,554.2,700,同上,758,同上,
34,37,上涨3,6.98312E+11,小米智能门锁M20大屏猫眼密码锁家用门锁智能门锁指纹锁密码锁,小米,1146.65,500,1102.47,700,771729,小米官方旗舰店,https://detail.tmall.com/item.htm?id=698311616012&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=cdd3abafa90eec92c56e6fa9de503068eaad2f2a&mi_id=0000svWVmcje6-3D7dnhXM6REm1L2k6XviI-anttog91C2s&skuId=6070725907741&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%22a840b7f3ea509b698a40133e5117c03c%22%7D&spm=a21n57.1.item.6,,同上,1102.47,同上,同上,700,同上,
35,33,下降2,8.7458E+11,智能门锁密码锁家用防盗门指纹锁大门木门人脸识别可视监控电子锁,murldyare,299,600,293,631,184883,murldyare旗舰店,https://detail.tmall.com/item.htm?id=874579678474&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000rCqvMUcPOsS6U3dKAyPf05uxtVCXOVo0DispCoR54EU&skuId=5710372948290&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%22d2330dc20db78776322025b36e4f783b%22%7D&spm=a21n57.1.item.44,合并了2个相似商品; ,630,293,600,同上,631,同上,
36,35,下降1,6.19771E+11,德施曼智能门锁密码锁指纹锁可视猫眼电子锁智能锁大圣Q5MPlus,德施曼,1226.55,614,1226.55,611,749422.05,德施曼旗舰店,https://detail.tmall.com/item.htm?id=619771322573&ns=1&abbucket=16&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=e46bc80424013a51f185afcc9e2b8314f2dd4b66&mi_id=0000DLO0lgED6Fqi6YW9Yv6iv0QXJhaMzwoAYuZKjB3hAFI&skuId=5369266071309&priceTId=2147821917556901906565028e10e0&utparam=%7B%22aplus_abtest%22%3A%2266722f0c189a949d3efbd77d95f5fdec%22%7D&spm=a21n57.1.item.5,合并了4个相似商品; ,614,1226.55,597,同上,611,同上,
37,N/A,新品,7.26664E+11,石将军智能锁指纹锁家用防盗门电子密码锁人脸可视入户木门半自动,石将军,231.2,600,231.2,600,138720,石将军旗舰店,https://detail.tmall.com/item.htm?id=726663709074&ns=1&abbucket=16&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=c57659a1ef624c88f3fc25ad121815449489ac3a&mi_id=0000VQhp6KYm-GlpwKJ4F1wkSH8t7WdaXDpLCn4Utc5pJl8&skuId=5830675775163&priceTId=213e048517558475049338803e127c&utparam=%7B%22aplus_abtest%22%3A%228a484b5957c9ca9cfba76e32bcb3587a%22%7D&spm=a21n57.1.item.47,新品; ,,,,,600,231.2,1
38,31,下降7,7.70472E+11,凯迪仕智能门锁V9/V9SE指纹锁密码锁家用防盗电子锁入户门智能锁,凯迪仕,594.15,800,589.05,600,353430,凯迪仕旗舰店,https://detail.tmall.com/item.htm?id=770471629501&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=f037fcc7cc9e4d2e31e4f1d13956d5a633700643&mi_id=0000H7BVbI5046aoD7ur_7PmIlMwlpQsCsmm1MDtCTmpNHU&skuId=5990773074126&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%22cf633879470278efd895a905a943a533%22%7D&spm=a21n57.1.item.20,合并了3个相似商品; ,同上,589.05,同上,同上,600,同上,
39,N/A,新品,6.79471E+11,老式防盗门改指纹锁户外防水庭院门牛头锁大铁门智能锁电子密码锁,未识别,129,591,129,591,76239,oklok旗舰店,https://detail.tmall.com/item.htm?id=679470507237&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000tAJhQbgMRbrdncQt0JbfqEStpcwgFpTJ7IsO1pJKgDk&skuId=5597997768200&priceTId=215046da17558475486475536e12eb&utparam=%7B%22aplus_abtest%22%3A%22005d093c8bdb63f6a7c871f4f7b69c6d%22%7D&spm=a21n57.1.item.42,新品; 合并了3个相似商品; ,,,,,591,129,2
40,N/A,新品入榜,8.60253E+11,德施曼Q2FD智能门锁3D人脸识别家用智能锁密码锁指纹锁小嘀,德施曼,789.65,48,801.55,550,440852.5,德施曼智能家居旗舰店,https://click.simba.taobao.com/cc_im?p=%D6%C7%C4%DC%C3%C5%CB%F8&s=260888698&k=2445&e=gVSZ2fI2cOieeCjz%2FB%2Brmb7dcHQcOOdAS6h8%2BTwjv1dFBtU0Q9cldrANCXdiUhug4WmII%2Fwr0eoSPel4fE6iis2HPjcCoQFSRhFiYrtEeQXt1KebASrMljG5w4FLsbePNdd5sTPzHszKPSOOTZ7BVR5LFmAfyz12zun6XYeBw%2B%2FkyRob9HY3jDxVvlFjrlieuR395TevMK2XhUB%2FmOG%2FoVQpUVmB%2FmY2k4dXZGmdgxX0NpsJxbcbHdSieFLuvX8qWV6r%2BmyV%2F%2BDXE6zSJn9ICNiyiSN%2BXme7sLA1ByRzncw7YF9%2BCvN60P4iMljyGCOXOPdfWQL%2Fbjj9%2FZnzI9VBL9nmpCDuSb9FmqcB2mKqmB27Q%2FhYQwLsPgW%2FNRJaLIfFJmEDqM7qZ%2BPSIrDCSxKoHK5aclRt1nz6lnFft8C%2BxZewnY8GSqvvzZJmdQt%2F7pBJILf2ekng%2FC9%2Fa7V7aYx1TX6xl5prkaefPihLouZkuWevThsEokI6LuxpiQ0qndXrWBQ9IKFxGJt3Ufsw8z8xqgH1y2NDM1KDC07iV9CZNBD0vcfktnwm4Kv4w7HSBCI8y%2FtCv80SvubzUzQj8JBGJZNUNAn0roUkhsxnEdQVhMQq6dfwzfMPQEJXLYgeGes0z63NZ5Th7%2BK%2B65TViA%2B6APbo0iP0qvY4DRoP9B1aXFhHlTilII77KlB2HhSI1xomqLOSoXWiRfLHKQf7aOjmYSlTMCqu5DjykjzCEHjJcQl9i1WBRWlBlz8ITXP9mCs%2FsoKf9qRP17%2BT%2Fha2pMv9nyUQipQ0amsGnX9KfL48P1hnW1%2FGjGiFrm8xoBCY97BXyo1hT5XYNz%2FAqhAwlrlHOsQO5SJRGl6pk5EchTmLPg%2FjwNzoS2Nj7MHBb4XPTYktwhA%2FTxxLV8Xc70vKjlhdfocM%2BW6r5ca3PihLouZkuWcCoaL8WhUrZG87Ep5NBv1KWgNdgmZvISa8curm9nRq9X3vHATHIN8p1V8IvFQG67YtnUO9VuOPFG0YiP4B6wqptcLcfykUH6xLPgSV%2BudEVbh1%2FqHPntkw0tZCG1WOKLLex3L3x6qnWiL0DSJFf1akun223upIyOeFHrJSveh6WcGOCzP0BEWDgmA5dR1NgjnIwyDgszBi54yLp%2Bl%2BUXl4XRGKyvZ2311iKFhqSsHJY099aBrSfQUn0sACqJshvgoPVS08BXRdHDL%2BCS5bs%2FUmROSzCWgIJ2ijajim4BGbUI%2Bu0UYV%2BIYtjI3HjTcNaoK%2FEMtO6wHzD11wLm6RvHW0ptpKfIL6e5z%2Bc6rnJv9LDMJzJ6rEj54TkPeOS7na5WclcRx86SW26voWXHb8jXLmcCUKtg8U%2BbdVSs%2Fma0g0u7KCn%2FakT9e%2FPeiMxaW1rOOmXMuuUmexc9k5lfrLGnddFzrLYaCnqRITPEd8jFLAvx3RLRJo9g7hn0dMbL%2FajA7GsEx37kPmRHAlCrYPFPm31UDhvprSiSwBA7rU1qw1q97MiXvXKCDBzdvbmTlsuDpg2W6jFhA9VWek1r9VferapD%2B0%2F%2FIvkB2ujsFsQupyeBWeYOyj1yKnc7e3eOLKFY4Lg%2FDjx1VtnJzJ7j%2BumIYLRhsqsXfD5qV8rHAMTp%2BE62AuupL%2BccTbUHYeFIjXGiYOXQ75CfQRe41EkBxPAOS98zxFwnKJ9kNQdh4UiNcaJrpdh3AvTYDIpNhUfECFZI4rjS1%2BeDH%2FBbdwYa380zzUm%2BjAaaZR6myG36tRcubuvRintPy4Hd6cLx%2BzzHdSo5MlTHglaOpSSob%2FHa%2B1DCYcUPYcMSEaw5FeeUrUymuuxjmUhzikIySyo5WdGZEYrraXdOICcFJ%2F%2B5U6dRmJlx%2B7HLI30TSvP7H6pJE9Vuo9huTlSEFi2IjY2MiuyEa8jSzmpVTIE8ItZ8BNc99Mw81Hl%2FZSWjRPuxc8Einvl3jHe1wU3cPlPVvvxgvTcowqFnVQOXv7rfjCB0I0OCH4gRm0T8nEkJFaq2BmuqMdYsr3%2Bqc%2FEATsD64taZlFcQ0pI98R5Dr12dlGlwxRnLA7GaJK3E3Db2PxKbpr7EHngr2Ef3C%2FC0p5KsfOL90sgfxcWxohD0VPVzFLZ1MWMDk6Rs1xG%2FbE%2Fr54QRlmZIK0K09OG3VyobY4%2Ffbe0DnYdP0vHyZbJpTf0aBb31vfoT1EPBnPOPBIACJzV9%2Bhf%2Fg27Cr0FkK4xOvA4wCdaiMAhp%2Bu66vr5IBAWypRXNNhjqS1c%2BtukjayGrWVfxTCz3%2FxBJLXAM7PtcoY34dqI58iBlTNdzCUzLuNPrWYeE%2FJxJCRWqtg4ebFQHe6MnrzVGI4SGMvKjIZ1vcYmD9jbb9bvb%2FXQUcaS%2B%2BQE%2B%2Fg8M4g4Um1NbLiP1oq9lLKsiG3SoRnFZqnwovvbLlLVb5gPd1K4bg4JQ454%2FIwY1Avdbc2u%2FeM4tUHVb%2F4ygUN280%3D&eadt=282&mm_sceneid=1_0_4933513673_0&a=xxc%3Dad_ztc%26umpChannel%3Dbybtqdyh%26u_channel%3Dbybtqdyh%26fpChannel%3D101%26fpChannelSig%3D78ff80177afa29bb5a47bfdef7657bc35eacb533%26mi_id%3D0000YaytbdeLLRe3dVU5PB642sXkulRTPGTVelxIJDgydE0%26skuId%3D5843778203827%26priceTId%3D2150470117555882641642001e0edb%26utparam%3D%2525257B%25252522aplus_abtest%25252522%2525253A%25252522072f6ae3d46a31af5aa163d74b74f9b5%25252522%2525257D%26&id=860252949767&spm=a21n57.1.item.11,合并了5个相似商品; ,未找到,未找到,未找到,未找到,550,801.55,
41,39,下降2,8.13786E+11,小米智能门锁2人脸识别小米智能门锁指纹人脸家用密码锁智能锁,小米,1529.15,400,1484.97,500,742485,小米官方旗舰店,https://detail.tmall.com/item.htm?id=813785856109&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=e5724383edd39e722b84e35af83e0896e82cc676&mi_id=0000ZZiTlDzc5G6iGHc9CntVv178MAbKqQK3CzjGKXhr0Xc&skuId=5885686564527&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%22167d1ce33725d8b7b8942c5fbde3b229%22%7D&spm=a21n57.1.item.13,,511,1484.97,500,1357.47,同上,1484.97,
42,N/A,新品,9.19302E+11,博克智能门锁木门指纹锁家用防盗门智能锁密码锁入户门电子锁S10,博克,253.22,500,253.22,500,126610,beck旗舰店,https://detail.tmall.com/item.htm?id=919301963695&ns=1&abbucket=16&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=f3a55c83c2604288baa79400d4e118bf36f36491&mi_id=0000N5xR6dQ5QD3KUiYrAswMdTbTVMjjytRJy1g8q7Mqbm4&skuId=5791589864295&priceTId=215046da17558475486475536e12eb&utparam=%7B%22aplus_abtest%22%3A%2219ff9471adaddfe0debc87ef3c1f5ac2%22%7D&spm=a21n57.1.item.3,新品; ,,,,,500,253.22,2
43,N/A,新品,7.57209E+11,老式防盗门改指纹锁密码锁出租房不锈钢农村大铁门智能牛头锁防水,邦臣,117.93,500,117.93,500,58965,邦臣智能家居旗舰店,https://detail.tmall.com/item.htm?id=757208878596&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000ZcvZH9PmADTlilw5BOSonfNN2k-93ST9fBnbyi8GpNk&skuId=5663367863026&priceTId=215046da17558475486475536e12eb&utparam=%7B%22aplus_abtest%22%3A%22f42710f8ed7a181af0449d213c38dd3a%22%7D&spm=a21n57.1.item.7,新品; ,,,,,500,117.93,2
44,36,下降8,6.87645E+11,奥克斯智能锁智能门锁人脸识别指纹锁家用防盗门入户门电子密码锁,奥克斯,594.15,500,594.15,500,297075,奥克斯智能锁旗舰店,https://detail.tmall.com/item.htm?id=687645219192&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=8a5966c69d687354bf4e7c9ef2c0500893c9155c&mi_id=0000OuESXvQI7Ryk8XLicK8aCIc3QfGWdUoj0e6_Lvj6uFE&skuId=5883914291304&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%221a9b55b1ec169b3b7e7b97aa2cd08d17%22%7D&spm=a21n57.1.item.3,,同上,同上,同上,同上,同上,同上,
45,47,上涨2,8.80097E+11,小米智能门锁E30C级锁芯指纹锁家用防盗门密码锁电子门锁智能锁A,小米,649,700,637.01,500,318505,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=880097011578&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000frWA6UvhL-fvXFHyLr36ch67FS7UvXd3-TRRBQ8IpEg&skuId=5887842766064&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%22bfd6bb52a83a3d1626c659dd7fc4fe44%22%7D&spm=a21n57.1.item.19,,400,637.01,同上,同上,500,同上,
46,N/A,新品,7.51992E+11,密码锁玻璃门指纹锁单开双门免开孔有框无框办公室门禁电子智能锁,邦臣,116.06,500,116.06,500,58030,邦臣智能家居旗舰店,https://detail.tmall.com/item.htm?id=751992252825&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000SHPEVch8lv3pruIU22b7j2t13EJd4DWQPowldDuXblQ&skuId=5354752490591&priceTId=215046da17558475486475536e12eb&utparam=%7B%22aplus_abtest%22%3A%220b05d7f119ce22b9df027b9968975921%22%7D&spm=a21n57.1.item.12,新品; ,,,,,500,116.06,2
47,45,下降2,7.61762E+11,公牛智能门锁全自动指纹锁家用防盗门人脸识别智能锁密码锁电子锁,公牛,594.15,400,594.15,500,297075,公牛电子锁旗舰店,https://detail.tmall.com/item.htm?id=761761532808&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=72564a7ac1d9c4dadc7b7583c3b850eb2ed9d824&mi_id=00002vkj9IC7UJyNuFXg6KILvnv1AGB1oUAwyqUMkpwKxQc&skuId=5252362413263&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%22fefe5696c14a6780789aa55a450ec64b%22%7D&spm=a21n57.1.item.18,,同上,同上,同上,同上,500,同上,
48,40,下降8,7.76349E+11,凯迪仕Q20FProV2人脸面部识别指纹密码猫眼电子锁家用智能门锁,凯迪仕,1639.65,500,1447.59,500,723795,凯迪仕官方旗舰店,https://detail.tmall.com/item.htm?id=776349357908&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=a4c7d637dae5e0d3e74f34cbeaa76f80aff5264c&mi_id=0000P193irOdSVyrbimBXcleas4wmHxGzWwZ27SouGar4Q0&skuId=5479843555531&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%2270deee5aa4357ee97fb73676baeb40c3%22%7D&spm=a21n57.1.item.9,,511,1524.05,500,1634.55,同上,1447.59,
49,N/A,新品,7.75638E+11,防水断桥铝指纹锁推拉平移门庭院门户外窄边铝合金门智能锁,安将军,259.36,452,259.36,452,117230.72,安将军家居专营店,https://detail.tmall.com/item.htm?id=775638184249&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=00007cquhbvmsLDFV2_e7eosjzxJurSqnGee-F1HVD6-XOc&skuId=5845139891850&priceTId=215046da17558475486475536e12eb&utparam=%7B%22aplus_abtest%22%3A%22c726275e49726dc5ec11a405656e7a69%22%7D&spm=a21n57.1.item.21,新品; 合并了2个相似商品; ,,,,,452,259.36,2
50,38,下降12,8.37399E+11,【政府补贴15%】小米智能门锁E30指纹电子密码C级锁芯家用防盗锁,小米,611.1,600,671.41,400,268564,天猫超市,https://detail.tmall.com/item.htm?id=837399035029&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000PUC-PROlrRgvQGrbdofaxR4Uie_BjbzArMTP-n7bzl4&skuId=5764874578972&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%2228a959160e4c9498d2831efe1ec58127%22%7D&spm=a21n57.1.item.48,,500,671.41,同上,同上,400,同上,
51,41,下降10,6.67669E+11,密码锁家用门锁指纹密码锁电子门锁家用远程可视普通门锁改智能锁,康廷,157,400,157,400,62800,康廷旗舰店,https://detail.tmall.com/item.htm?id=667669464462&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000hXobYYCWZNgweYjrtvOFKGC_LX0fhalSbA6vaPqQhUg&skuId=5415802407961&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%22eb183d2a031bb1d0a5061b499736a1b0%22%7D&spm=a21n57.1.item.12,,500,同上,同上,同上,400,同上,
52,46,下降6,7.37832E+11,民宿酒店智能锁指纹远程密码锁门锁宾馆出租房防盗木门电子通通锁,云漫,116,400,110,400,44000,云漫旗舰店,https://detail.tmall.com/item.htm?id=737831725326&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00000Xgrfs9FutJSXxJMB3JNbUtRc80pXb4WowjqrfkfVHc&skuId=5360418995441&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%229abe5607fb97d13615911eda32474215%22%7D&spm=a21n57.1.item.14,,同上,110,同上,同上,同上,同上,
53,N/A,新品入榜,6.66985E+11,海尔智家Leader统帅智能门锁家用入户门指纹密码锁公寓电子锁E200,海尔,296.65,400,313.65,400,125460,海尔智能家居旗舰店,https://detail.tmall.com/item.htm?id=666984633226&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00009mQaPW6jxnogHptYj0H6oAZmsKqDD8Ont1WTNCtU7nY&skuId=5175162998157&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%2232aaf7a552d63477d9dbe610fd0a28ec%22%7D&spm=a21n57.1.item.21,,未找到,未找到,未找到,未找到,同上,313.65,
54,49,下降5,7.38197E+11,【店铺爆款】德施曼指纹锁密码锁家用门锁智能锁小嘀Q3EMP2.0,德施曼,1019.15,400,1014.05,400,405620,德施曼智能家居旗舰店,https://detail.tmall.com/item.htm?id=738196976707&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=fd395a0a6eacdf56de5f5760865323a88bc210df&mi_id=0000Hh40oN1f4r-kVxg5PIunEx6NhL6S1jCUUNqnZg8u2CQ&skuId=5785727144495&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%22b14c3d28c46744b7d065cec47a9205d4%22%7D&spm=a21n57.1.item.22,,同上,1014.05,同上,同上,同上,同上,
55,50,下降5,9.21508E+11,凯迪仕Q2FVP人脸识别大屏猫眼指纹密码智能门锁入户门电子锁,凯迪仕,1167.05,400,1026.8,400,410720,凯迪仕官方旗舰店,https://detail.tmall.com/item.htm?id=921508122601&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=2d4676cdf300c97cb11085da264a11c4537c99f2&mi_id=000029k8c6VQFKiOycsVOAj-KeWyQyPvJm0vG1aH2ENi0V0&skuId=5964245479190&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%229995214fe21838fdfd5e0dcad2472e0b%22%7D&spm=a21n57.1.item.23,,同上,1094.8,同上,1137.3,同上,1026.8,
56,52,下降4,7.41319E+11,德力西指纹锁智能门锁家用防盗门入户密码锁人脸识别电子锁全自动,德力西,509.15,393,504.05,385,194059.25,德力西瑞采来专卖店,https://detail.tmall.com/item.htm?id=741318650397&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=03e653072d792ae0fdd8426447e21505997c2d0a&mi_id=0000j8cQMp9DdWyTo_0DQLTJzAV8ZrCZ7iDXpxIiQORa_GE&skuId=5114661721420&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%22eb41e9ae8f84472c5b4a4807489a9819%22%7D&spm=a21n57.1.item.34,合并了2个相似商品; ,390,504.05,同上,同上,385,同上,
57,54,下降3,7.44026E+11,德施曼指纹锁智能门锁防盗门电子锁密码锁智能锁小嘀多系列V7 2.0,德施曼,551.65,309,546.55,318,173802.9,德施曼智能家居旗舰店,https://detail.tmall.com/item.htm?id=744026463254&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=20aab119030505c662901449e574fa0086e39d38&mi_id=0000Tl-9tQrgIzfgxtQ8olLZU6wUxavdA94S1Snzf_q49v0&skuId=6014713835573&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%22fc54abed934adb3813243194f1474153%22%7D&spm=a21n57.1.item.14,合并了4个相似商品; ,226,546.55,302,同上,318,同上,
58,51,下降7,7.72703E+11,室内木门指纹锁办公室卧室房间门密码锁家用门锁分体智能锁电子锁,康廷,124,300,124,300,37200,康廷旗舰店,https://detail.tmall.com/item.htm?id=772702611377&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000vnI9j6GtiTIsJzZRKizvBTA7ZK8QYp8dShbBKKp-img&skuId=5733678141492&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%227b36e5255de01976b7e7b574d889c1d9%22%7D&spm=a21n57.1.item.24,,400,同上,同上,同上,300,同上,
