页码,商品ID,商品标题,国补后价格,店铺名称,商品链接,付款人数,品牌,付款金额,2025-08-15_Price,2025-08-15_Main_Image_URL,热水器海尔型号,尺寸,售后服务,防冻功能,毛重,智能控制,保修年限,排烟方式,热水器安装要求,包装尺寸,能效等级,净重,是否防冻,恒温类型,产地,热水器燃气类型,材质,是否恒温,堆码层数极限,必备安装配件,系列,控制方式,功率,颜色分类,3C证书编号,保修期,热水器美的型号,热水器万和型号,上市时间,能效备案号,热水器升位,热水器万家乐型号,生产企业,物流配送安装服务,安装服务,出水方式,型号,燃料种类,款式,功能,热水器能率型号,安装方式,智能类型,省份,地市,电线截面要求,加热功率,工作电压,采购地,热水产率（L/min）,产品类型,热效率（%）,适用人数,配套附带
5,6.19682E+11,[政府补贴15%]万家乐平衡式燃气热水器浴室安装恒温天然气液化气,1146.65,百亿补贴品牌优选,https://detail.tmall.com/item.htm?id=619682419015&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=d0776dad917ef013b20c616fc3322bfdf3904882&mi_id=0000FieFo4xDCybuy-BejqUfx6HOuSu0AagKv5q8fT335Oc&skuId=5887329726510&maskChannel=bybtrs&priceTId=2147850817550606789858239e1b10&utparam=%7B%22aplus_abtest%22%3A%229b7919035b884226896bc85b254d52b7%22%7D&spm=a21n57.1.item.43,41,Macro/万家乐,47012.65,1146.65,https://gw.alicdn.com/bao/uploaded/i1/843591712/O1CN016YlszH1OW96b0Nngo_!!843591712.jpg_.webp,,525x340x155mm 320x122x500mm,全国联保,非防冻,12.5kg 10.5kg 11kg,不支持智能,,平衡式,未安装排烟管禁止使用,687x397x347mm 375x282x647mm,二级,8.5kg 10.5kg,是 否,机械恒温,中国大陆,液化石油气 天然气,钢化玻璃+不锈钢,是,10层,直弯烟管组合,平衡式燃气热水器系列 J J 家电,微电脑式 微处理器+燃气调节,40W 30W,JSG16-8MK3 8L高光白 jsg20-10r2 10L高光白 JSG24-12R2 12L珍珠白 JSG24-12RH2 12L星空灰,2.02035E+15,12个月,,,,,,JSG24-12R2 JSG16-8MK3 JSG24-12RH2 jsg20-10r2,万家乐燃气具有限公司,送货上门安装,含安装,下出水,,,,抑菌,,,,,,,,,,,,,,
7,6.82013E+11,政府补贴万家乐燃气热水器电家用天然气16升双伺服增压零冷水回水,1115.22,兴典电器专营店,https://detail.tmall.com/item.htm?id=682013174465&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000apOGaWL8P2_-JLmUnCswax2aZwHOWULuhJY55ouMabk&skuId=5846841260173&priceTId=2147842d17550607197295489e229c&utparam=%7B%22aplus_abtest%22%3A%22b0a27e005a787a043bea7e317f5309e3%22%7D&spm=a21n57.1.item.48,19,万家乐,21189.18,1146.65,https://gw.alicdn.com/bao/uploaded/i1/383920466/O1CN0107zrog1FJTcTYbvmE_!!383920466.jpg_.webp,,,,,,,,强排式,,718x490x262mm 515x263x756mm,二级,10.5kg 10kg 11.5kg,是 否,零冷水,中国大陆,天然气,不锈钢,是,8层 10层,直弯烟管组合,PL1S RL1S TL1,微处理器+燃气调节,40W 35W,JSQ26-13TL1星空灰 JSQ30-16TL1S黑色 JSQ26-13RL1S北极蓝 JSQ30-16RL1S北极蓝 JSQ26-13PL1S高光白 JSQ30-16PL1S高光白,2.02035E+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8.88505E+11,万家乐燃气热水器电家用RU5双一级能效16L天然气水伺服恒温冷凝39,1159.2,喵速达电器官方旗舰店,https://detail.tmall.com/item.htm?id=888504555173&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=7714ab563cf9504c95e9913b98c00e86778cd04c&mi_id=0000ALxZSkV43d5fRP6UD1wEpakoCHlj5gjzMsWYDbj_G2s&skuId=5735185157257&priceTId=214783fb17550608401982856e1c72&utparam=%7B%22aplus_abtest%22%3A%22dc31997ca24928a695fbbbb9d2686fbc%22%7D&spm=a21n57.1.item.29,5,Macro/万家乐,5796,1159.2,https://gw.alicdn.com/bao/uploaded/i2/2213856588863/O1CN01639qIH2FLJMgrjIEZ_!!2213856588863.jpg_.webp,,525x340x170mm,上门安装全国联保,机械加电辅防冻,13.5kg,其他智能,,强排式,未安装排烟管禁止使用,756x515x263mm,一级,10.5kg,是,水量伺服,中国大陆,天然气,,是,8层,直弯烟管组合,RU5,微处理器+燃气调节,40W,13升星空灰【一级能效+智能变频恒温】RU3 13升星空灰【双一级能效节能+伺服恒温】RU5 16升星空灰【双一级能效节能+伺服恒温】RU5 16升星空灰【一级能效+智能变频恒温】RU3 16升牛油果绿【一级能效+增压零冷水】TLU3 16升星空灰【双一级能效+伺服零冷水】RLU3,2.02001E+15,96个月,,,2023-07,20230412-481100-74741681280610055,13L,JSLQ22-13RU5(F),广东万家乐燃气具有限公司,,含安装,,,燃气,,节能,,,,,,,,,,,,,,
1,6.85638E+11,[政府补贴] 万和天然气液化气12升恒温节能平衡式燃气热水器WE3,1188.3,vanward万和官方旗舰店,https://detail.tmall.com/item.htm?id=685638031022&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000A-Fo5zekVEdqWzoh0b3rcNH2EAWTo7xW5EMMjY8MzOo&skuId=5682234548303&priceTId=2147802b17550605903683410e1363&utparam=%7B%22aplus_abtest%22%3A%2287dbf3f6c71dd9a98120ba7749583531%22%7D&spm=a21n57.1.item.48,204,Vanward/万和,242413.2,1188.3,Not Found,,522x337x158mm,上门安装全国联保,燃烧防冻,12.3kg,其他智能,,平衡式,,791x539x252mm,二级,9.2kg,是,机械恒温,中国大陆,液化石油气 天然气,钢化玻璃+不锈钢,是,7层 9层,直弯烟管组合,WE3W WE3,微电脑式,38W,JSG24-WE3W12卡其金 JSG25-WE3W13卡其金,2.02035E+15,96个月,,JSG25-WE3W13 JSG24-WE3W12,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8.21624E+11,国家补贴海尔燃气热水器零冷水增压水伺服家用13L16L洗澡HD7,1153.48,百亿补贴品牌优选,https://detail.tmall.com/item.htm?id=821624413408&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=7d63745b691e29f28171034ad5ef8e68c9589851&mi_id=0000AwUHtpLDTBEAznRdcpPRZi0JTSw-l1Ouln3UB5HYpog&skuId=5854044841568&maskChannel=bybtrs&priceTId=2147850817550606789858239e1b10&utparam=%7B%22aplus_abtest%22%3A%2242a389a6c3c3e3c3b5f360366d5563ae%22%7D&spm=a21n57.1.item.29,36,Haier/海尔,41525.28,1189.15,https://gw.alicdn.com/bao/uploaded/i3/2218027485680/O1CN01VZULdD1rpUih1Yot8_!!2218027485680.jpg_.webp,JSQ30-16HD5DPMCU1 JSQ25-13HD5DPMCU1 JSQ30-16HD7DPRCU1,540x340x165mm,上门安装全国联保,,12.5kg 13.5kg,海尔智家,,强排式,,704x521x257mm,二级,10.5kg 11.1kg,是,水气双调,中国大陆,天然气,钢化玻璃+不锈钢,是,20层,直弯烟管组合,HD5,微电脑式,48W 42W,JSQ30-16HD7DPRCU1流星银 JSQ25-13HD5DPMCU1流星银 JSQ30-16HD5DPMCU1流星银,2.02001E+15,36个月,,,2025-03,20250305-CEL0092016-490219 20250306-CEL0092016-646588,,,,,,,,,,,,,,,,,,,,,,,,
7,6.19258E+11,万家乐12RH2燃气热水器家用煤气液化气恒温天然气12升强排平衡式,1189.15,万家乐森太专卖店,https://detail.tmall.com/item.htm?id=619258252445&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000uSByitfBOK4Pb9kcq-iHjlS_3pSTs5mEb7_Ye0_WdbA&skuId=5875416248093&priceTId=2147842d17550607197295489e229c&utparam=%7B%22aplus_abtest%22%3A%22502107eb1dcc31d2326d5ee1d5f673e7%22%7D&spm=a21n57.1.item.13,21,Macro/万家乐,24972.15,1189.15,https://gw.alicdn.com/bao/uploaded/i1/894328582/O1CN01N0NhwP2DGc6zRotfX_!!894328582.jpg_.webp,,525x340x155mm 320x122x500mm,上门安装全国联保,支持防冻,10.5kg 12.5kg 11kg,其他智能,96个月,平衡式,未安装排烟管禁止使用,687x397x347mm 375x282x647mm,二级,8.5kg 10.5kg,是 否,机械恒温,中国大陆,液化石油气 天然气,钢化玻璃+不锈钢 不锈钢,是,10层,直弯烟管组合,J J 家电 平衡式燃气热水器系列,微电脑式 微处理器+燃气调节,40W 30W,JSG24-12RH2星空灰 JSG24-12R2珍珠白 jsg20-10r2珍珠白 JSG16-8MK3高光白,2.02035E+15,,,,,,,JSG24-12R2 JSG16-8MK3 JSG24-12RH2 jsg20-10r2,广东万家乐燃气具有限公司,送货上门安装,含安装,,,,,,,壁挂,,,,,,,,,,,,
9,7.71966E+11,【政府补贴】美的燃气热水器16升天然气增压恒温水伺服MK6Apro,1189.15,美的厨热旗舰店,https://detail.tmall.com/item.htm?id=771965695010&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000gBJi-b16ibz_mA8AEb8zNFcpYsAPidCaZLJSn4lxK8M&skuId=6049859211233&priceTId=2147808517550607594026785e1205&utparam=%7B%22aplus_abtest%22%3A%22b18aff37b9349dffc2ae14f71bbb78fa%22%7D&spm=a21n57.1.item.3,14,Midea/美的,16648.1,1189.15,https://gw.alicdn.com/bao/uploaded/i1/2217358660732/O1CN01TJOUaW1HHIzsXLeHr_!!2217358660732.jpg_.webp,,530x335x176mm,上门安装全国联保,,12.5kg 13kg,其他智能,96个月,强排式,,708x480x232mm,二级,10.5kg 11kg,是,水量伺服,中国大陆,天然气,,是,8层,直弯烟管组合,燃气热水器 MK6系列,微电脑式,40W,JSQ30-MK6A Pro极地白 JSQ30-MK6A Max极地白 JSQ30-MK6A Ultra极地白,2.02001E+15,,JSQ30-MK6A Pro JSQ30-MK6A Ultra JSQ30-MK6A Max,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.20744E+11,[政府补贴]万家乐浴室安装专用燃气热水器平衡式12升恒温天然气R2,1120,万家乐厨房大电旗舰店,https://detail.tmall.com/item.htm?id=620743657488&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00007Tl1aYEv-FkNg5nXdPpsZ5jZdOySyFlMK8fFXnHjeiI&skuId=5669193504650&priceTId=2147807817550607399182639e156c&utparam=%7B%22aplus_abtest%22%3A%22291e7537e53b97e837f420c1be1f9029%22%7D&spm=a21n57.1.item.32,16,Macro/万家乐,17920,1190,https://gw.alicdn.com/bao/uploaded/i4/3066314634/O1CN011cMgT31k6QPFCxymO_!!3066314634.jpg_.webp,,525x340x155mm,上门安装全国联保,,12.5kg,不支持智能,36个月,平衡式,未安装排烟管禁止使用,687x397x347mm,二级,10.5kg,是,机械恒温,中国大陆,液化石油气 天然气,钢化玻璃+不锈钢 不锈钢,是,10层,直弯烟管组合,J 家电,微处理器+燃气调节,40W,JSG24-12RH2 12L星空灰,2.02035E+15,,,,,,,JSG24-12RH2,,,,,,,,,,,,,,,,,,,,,,
3,6.46442E+11,[政府补贴]万家乐RU5燃气热水器16升一级能效伺服恒温天然气家用,1191.05,万家乐森太专卖店,https://detail.tmall.com/item.htm?id=646441825205&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000OiOU3-eUfjlSk6d632adGIBEylTUT1c3ksNEc38qwYw&skuId=5842645444218&priceTId=2147838917550606348336267e1418&utparam=%7B%22aplus_abtest%22%3A%221a373c2bed03f8ce954617269ba6e14e%22%7D&spm=a21n57.1.item.3,100,Macro/万家乐,119105,1191.05,https://gw.alicdn.com/bao/uploaded/i1/894328582/O1CN01OLQfnS2DGc6Px2653_!!894328582.jpg_.webp,,525x340x170mm 525x340x155mm 340x170x525mm,全国联保,,13.5kg 14.5kg 15kg 16kg,其他智能,96个月,强排式,未安装排烟管禁止使用,756x515x263mm 813x575x262mm,一级,10.5kg 12kg 11.5kg,是 否,水量伺服,中国大陆,天然气,无,是,8层 10层,直弯烟管组合,RU J TLU3 JS Q,微处理器+燃气调节,40W,JSLQ22-13RU5(F)星空灰 JSLQ27-16RU5(F)星空灰 JSLQ27-16U5R1耀月银白 JSLQ27-16TLU3牛油果绿 JSLQ27-16RLU3星空灰 JSLQ27-16R3珍珠白,2.02001E+15,,,,,,,JSLQ27-16R3 JSLQ27-16RLU3 JSLQ27-16TLU3 JSLQ27-16RU5(F) JSLQ27-16U5R1 JSLQ22-13RU5(F),广东万家乐燃气具有限公司,送货上门安装,,,,,,,,,,,,,,,,,,,,
5,8.23837E+11,樱花燃气热水器家用智能恒温节能洗澡天燃气水伺服官方旗舰店,1198.5,樱花卫厨官方旗舰店,https://detail.tmall.com/item.htm?id=823836500890&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000zYNfCwQrlGpQHB1NJZpRGoApfKjpnljubzMXUl60t3Q&skuId=6046360174917&priceTId=2147850817550606789858239e1b10&utparam=%7B%22aplus_abtest%22%3A%22d15b8e6e1de44b26390a87f704e994ab%22%7D&spm=a21n57.1.item.30,63,Sakura/樱花,75505.5,1198.5,https://gw.alicdn.com/bao/uploaded/i4/877564609/O1CN01ZSPH851juyUAY8zdW_!!877564609.jpg_.webp,,550x350x167mm 550x350x170mm,全国联保,非防冻,10.6kg 11.6kg 10.8kg 11.5kg,其他智能,12个月,强排式,未安装排烟管禁止使用,675x505x220mm 690x510x225mm,二级,8.6kg 9.1kg 8.8kg 9.5kg,是 否,水量伺服,中国大陆,天然气,钢化玻璃+不锈钢,是,4层 10层,直弯烟管组合,JSP510 TSP606,微电脑式,30W 28W 35W,JSQ25-JSP510 13L白色 JSQ30-JSP510 16L白色 JSQ25-TSP606 13L灰色 JSQ30-TSP606 16L灰色,2.02135E+15,,,,,,,,樱花卫厨（中国）股份有限公司,送货上门无需安装,含安装,,JSQ30-JSP510 JSQ25-TSP606 JSQ30-TSP606 JSQ25-JSP510,,,,,,,,,,,,,,,,,
8,6.75016E+11,Midea/美的燃气热水器JSQ25-RU1,1199,天猫优品官方直营,https://detail.tmall.com/item.htm?id=675015502373&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000lGdxXKq2vbDNVhMzrURiW6s6lIoYJkYEWW_dQ8_P9SY&skuId=5029197851674&priceTId=2147807817550607399182639e156c&utparam=%7B%22aplus_abtest%22%3A%22860c143ceb5d34a341d9d96ef9411644%22%7D&spm=a21n57.1.item.27,16,美的,19184,1199,https://img.alicdn.com/imgextra/i1/3402329517/O1CN01GNib2P2KAqFnkWxpm_!!0-item_pic.jpg_.webp,,335x530x164mm,,,12.6kg,不支持智能,,,,480x760x238mm,,9.5kg,,水气双调,,,,,,直弯烟管组合,,,42W,,2.02001E+15,72个月,,,2022-05,202107-9-229-464358957892976640,13L,,,,,,,,,,,,,,,,,,,,,,,
13,7.81666E+11,万家乐节能恒温燃气热水器电家用安全洗澡天然气液化气13升TP1,1199,万家乐官方旗舰店,https://detail.tmall.com/item.htm?id=781665861076&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000BqCyCWKdh_kt2ZezYY95R8C7n4RW8SkH7jtgd0fOEiE&skuId=5337380508071&priceTId=214783fb17550608401982856e1c72&utparam=%7B%22aplus_abtest%22%3A%2291b6aaf51dcaa0260e11ba474a1ba4f5%22%7D&spm=a21n57.1.item.2,6,Macro/万家乐,7194,1199,https://gw.alicdn.com/bao/uploaded/i3/810471546/O1CN01mLakII1NI7FMlramp_!!810471546.png_.webp,,525x340x155mm,,,11kg,其他智能,,强排式,,676x418x310mm,二级,9.5kg,是,水量伺服,中国大陆,天然气,,是,10层,直弯烟管组合,J,微处理器+燃气调节,40W,JSQ26-13TP1(F) 13L高光白,2.02135E+15,36个月,,,2024-03,20231211-481200-53681702255830081,13L,JSQ26-13TP1(F),,,,,,,,,,,,,,,,,,,,,,
16,7.1796E+11,苏泊尔燃气款热水器家用天然气13L16升增压恒温式洗澡水伺服MM33S,1199,苏泊尔热水器旗舰店,https://detail.tmall.com/item.htm?id=717959551780&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000hBw1rECGQwsiC3uBqOPuejNqzZBh6DWraL-s3ehxQwk&skuId=5587736981179&priceTId=2147831617550608968648196e13c5&utparam=%7B%22aplus_abtest%22%3A%225f20d2046a236bf037ca335abd9719ac%22%7D&spm=a21n57.1.item.26,3,SUPOR/苏泊尔,3597,1199,https://gw.alicdn.com/bao/uploaded/i1/2215737840864/O1CN01FkvUw51IFlCYk2JYG_!!2215737840864.jpg_.webp,,530x350x150mm 350x143x590mm 350x153x550mm,,,10.5kg 10.2kg 12.6kg 10.8kg 11kg,不支持智能,,强排式,,684x487x236mm 725x520x220mm 510x225x690mm,二级,8.5kg 8.2kg 10.4kg 8.6kg 9.5kg,是,机械恒温,中国大陆,天然气,无氧铜,是,8层 4层,直弯烟管组合,无 mk21,微电脑式,40W 38W 42W 28W,JSQ25-13R-MM33S 13L白色 JSQ30-16R-MM33S 16L白色 JSQ25-13R-MK11 13L灰色 JSQ30-16R-MK11 16L灰色 JSQ23-12R-MK09 12L灰色,2.02001E+15,72个月,,,2024-04 2024-09 2024-08,20240130-481200-79071706584950086 20240910-481200-63241725951030007 20240730-481200-33251722306810130 20240730-481200-10351722306690122 20240130-481200-87891706585010164,13L 12L 16L,,,,,,JSQ25-13R-MK11 JSQ23-12R-MK09 JSQ30-16R-MM33S JSQ25-13R-MM33S JSQ30-16R-MK11,,,,,,,,,,,,,,,,,
18,6.08854E+11,云米燃气热水器家用洗澡16升恒温零冷水天然气热水器Zero,1199,云米旗舰店,https://detail.tmall.com/item.htm?id=608854445255&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Jl1Dm4lt7D2fsw1lSC-NmK0_H9kRlnTexMa8te5cgiI&skuId=4454980226419&priceTId=214780ea17550609321421656e121a&utparam=%7B%22aplus_abtest%22%3A%22a47866cc6f5d78efb4ace54b20fdb2a9%22%7D&spm=a21n57.1.item.43,3,viomi/云米,3597,1199,https://gw.alicdn.com/bao/uploaded/i2/3120126962/O1CN01EVtwYY21IeCEeqJ0N_!!3120126962.jpg_.webp,,575x380x173mm,上门安装全国联保,电辅防冻,15.5kg,其他智能,,强排式,未安装排烟管禁止使用,720x535x243mm,二级,12.2kg,是,零冷水,中国大陆,天然气,,是,2层,直弯烟管组合,零冷水,微电脑式,40W,JSQ30-VGW166 16L白色,2.02035E+15,72个月,,,,,,,,,,,JSQ30-VGW166,,,,,,,,,,,,,,,,,
3,7.34361E+11,万家乐节能王一级能效燃气热水器天然气家用恒温静音换新补贴RU5,1199.12,万家乐官方旗舰店,https://detail.tmall.com/item.htm?id=734361229550&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000f5jEWgaYW49AAnnJEXQCR-PLNs5dtd089o2xKgPMsUw&skuId=6027519054504&priceTId=2147838917550606348336267e1418&utparam=%7B%22aplus_abtest%22%3A%221376cacf1b3930c8d0bf7c4dd6a3da9c%22%7D&spm=a21n57.1.item.21,87,Macro/万家乐,104323.44,1199.12,https://gw.alicdn.com/bao/uploaded/i4/810471546/O1CN01AJiYlm1NI7OAjLthJ_!!810471546.jpg_.webp,,525x340x155mm 525x340x170mm,全国联保,机械加电辅防冻,13.5kg 16kg,其他智能,,强排式,未安装排烟管禁止使用,756x515x263mm 813x575x262mm,一级,10.5kg 12kg,是,水量伺服,中国大陆,天然气,钢化玻璃+不锈钢,是,8层,直弯烟管组合,J RU Q,微处理器+燃气调节,40W,JSLQ22-13RU5(F)星空灰 JSLQ27-16RU5(F)星空灰 JSLQ27-16U5R1(F)耀月银白,2.02001E+15,96个月,,,,,,JSLQ27-16RU5(F) JSLQ27-16U5R1(F) JSLQ22-13RU5(F),广东万家乐燃气具有限公司,送货上门安装,含安装,自动出水,,天然气,,节能,,,,,,,,,,,,,,
2,7.30882E+11,万家乐燃气热水器恒温一级能效天然气13/16升以旧换新补贴旗舰店,1192,万家乐厨房大电旗舰店,https://detail.tmall.com/item.htm?id=730882141992&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000iAOuPoJBgGkp5XVYYfZjLR-MZoKaAezjLp6hfJ2a19g&skuId=6009335630172&priceTId=2147845617550606133113665e122d&utparam=%7B%22aplus_abtest%22%3A%226513a77649a7f0fdcf5cc1753be95311%22%7D&spm=a21n57.1.item.36,100,Macro/万家乐,119200,1199.2,https://gw.alicdn.com/bao/uploaded/i3/3066314634/O1CN015oNZ8r1k6QR2pG5Js_!!3066314634.jpg_.webp,,525x340x170mm 525x340x155mm,上门安装全国联保,,13.5kg 16kg,其他智能,96个月,强排式,未安装排烟管禁止使用,756x515x263mm 813x575x262mm,一级,10.5kg 12kg,是,水量伺服,中国大陆,天然气,钢化玻璃+不锈钢,是,8层,直弯烟管组合,RU Q J,微处理器+燃气调节,40W,JSLQ22-13RU5(F)星空灰13L JSLQ27-16RU5(F)星空灰16L JSLQ27-16U5R1(F)耀月银白16L,2.02035E+15,,,,,,,JSLQ27-16RU5(F) JSLQ27-16U5R1(F) JSLQ22-13RU5(F),广东万家乐燃气具有限公司,,含安装,,,,,,,,,,,,,,,,,,,
3,8.24674E+11,以旧换新补贴万家乐节能王天然气一级能效恒温家用燃气热水器U5R1,1199.2,万家乐官方旗舰店,https://detail.tmall.com/item.htm?id=824674042536&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Fs09f6aFRT73iwkbMfvz6GmtNJokwjaGNPweaWUBX9w&skuId=5981017694090&priceTId=2147838917550606348336267e1418&utparam=%7B%22aplus_abtest%22%3A%227830968ca3fc5272f306817fe5eb3516%22%7D&spm=a21n57.1.item.10,98,Macro/万家乐,117521.6,1199.2,https://gw.alicdn.com/bao/uploaded/i2/810471546/O1CN01wog5Ri1NI7NRykYpa_!!810471546.jpg_.webp,,525x340x170mm 525x340x155mm,,,16kg 13.5kg 14kg,其他智能,96个月,强排式,,813x575x262mm 756x515x263mm,一级,12kg 10.5kg,是,水量伺服,中国大陆,天然气,钢化玻璃+不锈钢,是,8层 10层,直弯烟管组合,Q RU J R,微处理器+燃气调节,40W,JSLQ27-16U5R1(F) 16L耀月银白 JSLQ22-13RU5(F)星空灰 JSLQ27-16RU5(F)星空灰 JSLQ27-16TLU5斜纹深灰,2.02001E+15,,,,,,,JSLQ27-16U5R1(F) JSLQ27-16RU5(F) JSLQ22-13RU5(F) JSLQ27-16TLU5,,,,,,,,,,,,,,,,,,,,,,
6,7.32943E+11,政府补贴万家乐燃气热水器一级能效RU5天然气伺服恒温家用13L16升,1164.9,万家乐热水器旗舰店,https://detail.tmall.com/item.htm?id=732942973828&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000doJo3LDBnG-x-94jWUZckO4e-NPxJssbxXdpLZ-4HqI&skuId=5535747562863&priceTId=2147817d17550606995197137e125b&utparam=%7B%22aplus_abtest%22%3A%223058775d5868f668b43b6fdcf4380eba%22%7D&spm=a21n57.1.item.5,29,Macro/万家乐,33782.1,1199.2,https://gw.alicdn.com/bao/uploaded/i1/2215656431947/O1CN01nL8Csh1QFm0hOAIr3_!!2215656431947.jpg_.webp,,525x340x155mm 525x340x170mm 340x170x525mm,,,13.5kg 16kg 17kg 14kg 15.5kg,其他智能,60个月,强排式,,756x515x263mm 813x575x262mm 813x575x170mm,一级,10.5kg 12kg 13.5kg 11.5kg,是,水量伺服,中国大陆,天然气,钢化玻璃+不锈钢,是,8层,直弯烟管组合,J RU Q U7R1,微处理器+燃气调节,40W,JSLQ22-13RU5(F)星空灰 JSLQ27-16RU5(F)星空灰 JSLQ27-16U5R1耀月银白 JSLQ27-16U6R1 16L耀月银白 JSLQ27-16U7R1星空灰 JSLQ27-16U8R1墨绿色,2.02035E+15,,,,2025-06,20250210-CEL0092016-646937,16L,JSLQ22-13RU5(F) JSLQ27-16RU5(F) JSLQ27-16U5R1 JSLQ27-16U6R1 JSLQ27-16U7R1 JSLQ27-16U8R1,,,,,,,,,,,,,,,,,,,,,,
14,8.28141E+11,政府补贴-万家乐节能王RU5燃气热水器家用恒温一级能效静音天然气,2099,万家乐厨房电器旗舰店,https://detail.tmall.com/item.htm?id=828141247751&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000palAnXMnck_kpIkMOzfrQK-dxvr0qY-AoGVgj_to8KM&skuId=5725200018559&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%22c4b38cc1a2c41e2c605d834810dc9a7e%22%7D&spm=a21n57.1.item.9,5,Macro/万家乐,10495,1199.2,https://gw.alicdn.com/bao/uploaded/i2/1737760910/O1CN01jkK7nk1IapPHoPpQQ_!!1737760910.jpg_.webp,,525x340x155mm 525x340x170mm,,,13.5kg,其他智能,,强排式,,756x515x263mm,一级,10.5kg,是,水气双调,中国大陆,天然气,,是,8层,直弯烟管组合,J,微处理器+燃气调节,40W,JSLQ22-13RU5(F) 13L星空灰 JSLQ27-16RU5(F) 16L星空灰,2.02001E+15,96个月,,,2023-07,20230412-481100-94921681280070069 20230412-481100-74741681280610055,13L 16L,JSLQ22-13RU5(F) JSLQ27-16RU5(F),,,,,,,,,,,,,,,,,,,,,,
13,6.69502E+11,万家乐TL1S零冷水恒温燃气热水器家用电辅防冻变频静音13L16升SL1,1231.65,万家乐奥徕德专卖店,https://detail.tmall.com/item.htm?id=669502119067&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000EdlCuz_y61u9-sRCj-NSSs_Mp0Svts3K92iVSpMPnQA&skuId=5920067250727&priceTId=214783fb17550608401982856e1c72&utparam=%7B%22aplus_abtest%22%3A%22da38eaaaef7d5260979e28f7a98bdc41%22%7D&spm=a21n57.1.item.14,6,Macro/万家乐,7389.9,1231.65,https://gw.alicdn.com/bao/uploaded/i4/843591712/O1CN01oaQAhJ1OW92zKqI73_!!843591712.jpg_.webp,,550x340x170mm 525x340x170mm,全国联保,,13kg 13.5kg,已连接天猫精灵,,强排式,未安装排烟管禁止使用,718x490x262mm 756x515x263mm,二级,10.5kg 10kg,是 否,零冷水,中国大陆,天然气,钢化玻璃+不锈钢 无 不锈钢,是,8层 10层,直弯烟管组合,SL1 SL1 J PL1S,微处理器+燃气调节,40W 35W,JSQ26-13SL1 13L珍珠白 JSQ30-16SL1珍珠白 JSQ26-13PL1S高光白 JSQ30-16PL1S高光白 JSQ26-13TL1S 13L黑色拉丝 JSQ30-16TL1S黑色拉丝,2.02001E+15,96个月,,,2022-01,202111-9-226-511547676644204544,13L,JSQ26-13SL1 JSQ30-16TL1S JSQ26-13TL1S JSQ26-13PL1S JSQ30-16PL1S JSQ30-16SL1,,,,,,,,,,,,,,,,,,,,,,
